run_id,learning_rate,hidden_dim,latent_dim,iterations,beta_b,beta_z,prior_rate,seg_acc,skill_acc,l2_distance
0,0.0001,128,8,100,0.5,0.5,3.0,0.5456204379562044,0.34793187347931875,6.117673874832612
1,0.0001,128,8,100,0.5,0.5,4.0,0.5933333333333334,0.3561111111111111,4.920815022745569
2,0.0001,128,8,100,0.5,0.5,5.0,0.7083333333333334,0.3561111111111111,3.362752585573926
3,0.0001,128,8,100,0.5,1.0,3.0,0.5471014492753623,0.36292270531400966,6.09403710641357
4,0.0001,128,8,100,0.5,1.0,4.0,0.6033333333333334,0.34444444444444444,4.761908648014332
5,0.0001,128,8,100,0.5,1.0,5.0,0.7266666666666667,0.36666666666666664,3.2443891559240168
6,0.0001,128,8,100,1.0,0.5,3.0,0.5425531914893617,0.35756501182033096,6.07515533742942
7,0.0001,128,8,100,1.0,0.5,4.0,0.6166666666666667,0.35444444444444445,4.586752443192876
8,0.0001,128,8,100,1.0,0.5,5.0,0.76,0.3422222222222222,2.6811195361240174
9,0.0001,128,8,100,1.0,1.0,3.0,0.5428082191780822,0.3481735159817352,6.0248870928348115
10,0.0001,128,8,100,1.0,1.0,4.0,0.62,0.34833333333333333,4.5087887639543105
11,0.0001,128,8,100,1.0,1.0,5.0,0.7766666666666666,0.345,2.629216447501081
12,0.0001,128,8,1000,0.5,0.5,3.0,0.6358695652173914,0.3538647342995169,4.324060400805016
13,0.0001,128,8,1000,0.5,0.5,4.0,0.6965648854961832,0.35877862595419846,3.2326516435924217
14,0.0001,128,8,1000,0.5,0.5,5.0,0.7517985611510791,0.3657074340527578,2.678895691917554
15,0.0001,128,8,1000,0.5,1.0,3.0,0.5042372881355932,0.3516949152542373,7.199215483590332
16,0.0001,128,8,1000,0.5,1.0,4.0,0.6746323529411765,0.35355392156862747,3.8726203922234324
17,0.0001,128,8,1000,0.5,1.0,5.0,0.7390350877192983,0.34137426900584794,2.879384692879345
18,0.0001,128,8,1000,1.0,0.5,3.0,0.5856643356643356,0.36013986013986016,5.2926583442147885
19,0.0001,128,8,1000,1.0,0.5,4.0,0.6678321678321678,0.36480186480186483,3.7716859857896843
20,0.0001,128,8,1000,1.0,0.5,5.0,0.7481203007518797,0.36779448621553884,2.752734473629654
21,0.0001,128,8,1000,1.0,1.0,3.0,0.5054347826086957,0.35688405797101447,7.749948537638706
22,0.0001,128,8,1000,1.0,1.0,4.0,0.5262237762237763,0.36072261072261075,6.046567889508571
23,0.0001,128,8,1000,1.0,1.0,5.0,0.5419463087248322,0.37416107382550334,5.449041593571773
24,0.0001,128,8,5000,0.5,0.5,3.0,0.6375,0.3451388888888889,4.249419965480267
25,0.0001,128,8,5000,0.5,0.5,4.0,0.7129629629629629,0.35185185185185186,3.1133919272910293
26,0.0001,128,8,5000,0.5,0.5,5.0,0.75,0.35696517412935325,2.639138874548884
27,0.0001,128,8,5000,0.5,1.0,3.0,0.5178571428571429,0.35374149659863946,6.977901229588838
28,0.0001,128,8,5000,0.5,1.0,4.0,0.5329861111111112,0.37210648148148145,6.216667216014978
29,0.0001,128,8,5000,0.5,1.0,5.0,0.5483333333333333,0.37555555555555553,5.420535282359827
30,0.0001,128,8,5000,1.0,0.5,3.0,0.5175,0.3441666666666667,7.132342624521727
31,0.0001,128,8,5000,1.0,0.5,4.0,0.6888111888111889,0.36421911421911424,3.3695520506939167
32,0.0001,128,8,5000,1.0,0.5,5.0,0.7444029850746269,0.3445273631840796,2.6042826098245517
33,0.0001,128,8,5000,1.0,1.0,3.0,0.5161290322580645,0.3431899641577061,7.100187449937822
34,0.0001,128,8,5000,1.0,1.0,4.0,0.5316666666666666,0.36,6.3292202055683715
35,0.0001,128,8,5000,1.0,1.0,5.0,0.5383333333333333,0.37444444444444447,5.543944755616136
36,0.0001,128,8,10000,0.5,0.5,3.0,0.6365546218487395,0.36204481792717086,4.257439100133696
37,0.0001,128,8,10000,0.5,0.5,4.0,0.7277777777777777,0.3506172839506173,2.9353207786522946
38,0.0001,128,8,10000,0.5,0.5,5.0,0.7810077519379846,0.3430232558139535,2.4501448776468497
39,0.0001,128,8,10000,0.5,1.0,3.0,0.5210843373493976,0.35943775100401604,6.768300351669784
40,0.0001,128,8,10000,0.5,1.0,4.0,0.5381944444444444,0.359375,6.139990139081864
41,0.0001,128,8,10000,0.5,1.0,5.0,0.5566666666666666,0.37166666666666665,5.436733599851901
42,0.0001,128,8,10000,1.0,0.5,3.0,0.5203488372093024,0.34593023255813954,6.865355345262002
43,0.0001,128,8,10000,1.0,0.5,4.0,0.7065217391304348,0.34299516908212563,3.1197699004249952
44,0.0001,128,8,10000,1.0,0.5,5.0,0.7578125,0.3424479166666667,2.581131908801415
45,0.0001,128,8,10000,1.0,1.0,3.0,0.5227272727272727,0.354978354978355,7.2192606687957595
46,0.0001,128,8,10000,1.0,1.0,4.0,0.5283333333333333,0.3516666666666667,6.444621448135834
47,0.0001,128,8,10000,1.0,1.0,5.0,0.545,0.37333333333333335,5.531042220006363
48,0.0001,128,8,50000,0.5,0.5,3.0,0.5932835820895522,0.3451492537313433,4.958207780717152
49,0.0001,128,8,50000,0.5,0.5,4.0,0.681640625,0.3658854166666667,3.4190252728513113
50,0.0001,128,8,50000,0.5,0.5,5.0,0.7739130434782608,0.3565217391304348,2.52385551962699
51,0.0001,128,8,50000,0.5,1.0,3.0,0.5289473684210526,0.35,6.697620625995724
52,0.0001,128,8,50000,0.5,1.0,4.0,0.5297202797202797,0.36538461538461536,6.140871409893324
53,0.0001,128,8,50000,0.5,1.0,5.0,0.5566666666666666,0.3622222222222222,5.419033445917019
54,0.0001,128,8,50000,1.0,0.5,3.0,0.5160256410256411,0.3611111111111111,6.644600454120878
55,0.0001,128,8,50000,1.0,0.5,4.0,0.6812977099236641,0.3746819338422392,3.537957704916166
56,0.0001,128,8,50000,1.0,0.5,5.0,0.7883211678832117,0.3613138686131387,2.2728013599023313
57,0.0001,128,8,50000,1.0,1.0,3.0,0.5222222222222223,0.35185185185185186,6.920682635877546
58,0.0001,128,8,50000,1.0,1.0,4.0,0.53,0.3511111111111111,6.396556086067182
59,0.0001,128,8,50000,1.0,1.0,5.0,0.5366666666666666,0.36277777777777775,5.568591043735206
60,0.0001,128,16,100,0.5,0.5,3.0,0.54296875,0.3430989583333333,6.364958594484559
61,0.0001,128,16,100,0.5,0.5,4.0,0.5782312925170068,0.33956916099773243,5.394573712103903
62,0.0001,128,16,100,0.5,0.5,5.0,0.645,0.35777777777777775,4.044865638577553
63,0.0001,128,16,100,0.5,1.0,3.0,0.5435606060606061,0.3371212121212121,6.381043058509449
64,0.0001,128,16,100,0.5,1.0,4.0,0.5760135135135135,0.34572072072072074,5.324031835428695
65,0.0001,128,16,100,0.5,1.0,5.0,0.6583333333333333,0.36277777777777775,3.889413827322672
66,0.0001,128,16,100,1.0,0.5,3.0,0.5399305555555556,0.3524305555555556,6.332751362029321
67,0.0001,128,16,100,1.0,0.5,4.0,0.61,0.35888888888888887,4.634171968453007
68,0.0001,128,16,100,1.0,0.5,5.0,0.7566666666666667,0.3705555555555556,2.69073489933643
69,0.0001,128,16,100,1.0,1.0,3.0,0.5381944444444444,0.3506944444444444,6.316094178458362
70,0.0001,128,16,100,1.0,1.0,4.0,0.6083333333333333,0.3477777777777778,4.552556364996417
71,0.0001,128,16,100,1.0,1.0,5.0,0.7616666666666667,0.37277777777777776,2.6456941866422397
72,0.0001,128,16,1000,0.5,0.5,3.0,0.5054945054945055,0.3415750915750916,6.9742667572422885
73,0.0001,128,16,1000,0.5,0.5,4.0,0.5310344827586206,0.35172413793103446,6.067345014978325
74,0.0001,128,16,1000,0.5,0.5,5.0,0.5433333333333333,0.3688888888888889,5.506565007264319
75,0.0001,128,16,1000,0.5,1.0,3.0,0.5035714285714286,0.34404761904761905,7.544738728753937
76,0.0001,128,16,1000,0.5,1.0,4.0,0.5318791946308725,0.35626398210290827,6.081645755684804
77,0.0001,128,16,1000,0.5,1.0,5.0,0.535,0.3622222222222222,5.5459747121288165
78,0.0001,128,16,1000,1.0,0.5,3.0,0.502906976744186,0.3498062015503876,7.105662399058304
79,0.0001,128,16,1000,1.0,0.5,4.0,0.5316666666666666,0.34833333333333333,6.119975680584378
80,0.0001,128,16,1000,1.0,0.5,5.0,0.5333333333333333,0.3622222222222222,5.577043850212021
81,0.0001,128,16,1000,1.0,1.0,3.0,0.5032051282051282,0.3557692307692308,7.219049055496046
82,0.0001,128,16,1000,1.0,1.0,4.0,0.5287162162162162,0.3524774774774775,6.11417487691228
83,0.0001,128,16,1000,1.0,1.0,5.0,0.5333333333333333,0.3688888888888889,5.578606914207514
84,0.0001,128,16,5000,0.5,0.5,3.0,0.521551724137931,0.3448275862068966,6.515152235017109
85,0.0001,128,16,5000,0.5,0.5,4.0,0.5391156462585034,0.35090702947845803,5.875487579358152
86,0.0001,128,16,5000,0.5,0.5,5.0,0.5583333333333333,0.36833333333333335,5.407806804955728
87,0.0001,128,16,5000,0.5,1.0,3.0,0.5202702702702703,0.3430930930930931,6.747297969908559
88,0.0001,128,16,5000,0.5,1.0,4.0,0.5340136054421769,0.3554421768707483,6.051640432519384
89,0.0001,128,16,5000,0.5,1.0,5.0,0.5516666666666666,0.3705555555555556,5.420638035046406
90,0.0001,128,16,5000,1.0,0.5,3.0,0.5222772277227723,0.3432343234323432,6.842105063470668
91,0.0001,128,16,5000,1.0,0.5,4.0,0.5283333333333333,0.35333333333333333,6.26431195070796
92,0.0001,128,16,5000,1.0,0.5,5.0,0.5416666666666666,0.3616666666666667,5.497711354875091
93,0.0001,128,16,5000,1.0,1.0,3.0,0.5166666666666667,0.3453703703703704,7.042631608609248
94,0.0001,128,16,5000,1.0,1.0,4.0,0.5316666666666666,0.3477777777777778,6.346449979521106
95,0.0001,128,16,5000,1.0,1.0,5.0,0.5366666666666666,0.3655555555555556,5.541095731961338
96,0.0001,128,16,10000,0.5,0.5,3.0,0.5212264150943396,0.3498427672955975,6.499838201815533
97,0.0001,128,16,10000,0.5,0.5,4.0,0.5362068965517242,0.3586206896551724,5.977634067968098
98,0.0001,128,16,10000,0.5,0.5,5.0,0.5533333333333333,0.36777777777777776,5.407101035058078
99,0.0001,128,16,10000,0.5,1.0,3.0,0.5217391304347826,0.34692028985507245,6.711406467600237
100,0.0001,128,16,10000,0.5,1.0,4.0,0.5303571428571429,0.3607142857142857,6.154261659214165
101,0.0001,128,16,10000,0.5,1.0,5.0,0.5486577181208053,0.36073825503355705,5.522119277732932
102,0.0001,128,16,10000,1.0,0.5,3.0,0.5221238938053098,0.3414454277286136,6.820343017037348
103,0.0001,128,16,10000,1.0,0.5,4.0,0.53,0.3477777777777778,6.199163860286659
104,0.0001,128,16,10000,1.0,0.5,5.0,0.5383333333333333,0.3794444444444444,5.457730793342832
105,0.0001,128,16,10000,1.0,1.0,3.0,0.5185185185185185,0.35802469135802467,6.962966869254632
106,0.0001,128,16,10000,1.0,1.0,4.0,0.53,0.3472222222222222,6.3629923902098975
107,0.0001,128,16,10000,1.0,1.0,5.0,0.54,0.3622222222222222,5.557105644503682
108,0.0001,128,16,50000,0.5,0.5,3.0,0.5234375,0.3463541666666667,6.912591138165721
109,0.0001,128,16,50000,0.5,0.5,4.0,0.5305755395683454,0.35251798561151076,6.13463535489885
110,0.0001,128,16,50000,0.5,0.5,5.0,0.5366666666666666,0.35888888888888887,5.566832532582627
111,0.0001,128,16,50000,0.5,1.0,3.0,0.5247252747252747,0.3498168498168498,6.884375049707761
112,0.0001,128,16,50000,0.5,1.0,4.0,0.5287769784172662,0.34832134292565947,6.168780743967575
113,0.0001,128,16,50000,0.5,1.0,5.0,0.5422297297297297,0.36204954954954954,5.553237430275395
114,0.0001,128,16,50000,1.0,0.5,3.0,0.5264705882352941,0.34901960784313724,7.29981090669432
115,0.0001,128,16,50000,1.0,0.5,4.0,0.53,0.34555555555555556,6.369850103418243
116,0.0001,128,16,50000,1.0,0.5,5.0,0.535,0.36444444444444446,5.540502160452638
117,0.0001,128,16,50000,1.0,1.0,3.0,0.5174418604651163,0.3498062015503876,7.2892749726920565
118,0.0001,128,16,50000,1.0,1.0,4.0,0.5416666666666666,0.3611111111111111,6.087070982225647
119,0.0001,128,16,50000,1.0,1.0,5.0,0.535,0.36333333333333334,5.582613365681127
120,0.0001,128,32,100,0.5,0.5,3.0,0.5518867924528302,0.35377358490566035,7.300459577813824
121,0.0001,128,32,100,0.5,0.5,4.0,0.5787671232876712,0.3436073059360731,6.285818435620523
122,0.0001,128,32,100,0.5,0.5,5.0,0.59,0.3422222222222222,5.770837689905996
123,0.0001,128,32,100,0.5,1.0,3.0,0.5459183673469388,0.3741496598639456,7.345339849671213
124,0.0001,128,32,100,0.5,1.0,4.0,0.5705882352941176,0.35,6.322378066651981
125,0.0001,128,32,100,0.5,1.0,5.0,0.5995145631067961,0.34627831715210355,5.2998481878555594
126,0.0001,128,32,100,1.0,0.5,3.0,0.5405405405405406,0.34684684684684686,7.269013641266445
127,0.0001,128,32,100,1.0,0.5,4.0,0.55859375,0.3489583333333333,5.828712614103625
128,0.0001,128,32,100,1.0,0.5,5.0,0.69,0.3611111111111111,3.7104384519516636
129,0.0001,128,32,100,1.0,1.0,3.0,0.5422535211267606,0.3626760563380282,7.247504938605871
130,0.0001,128,32,100,1.0,1.0,4.0,0.5591603053435115,0.3505089058524173,5.980195200936864
131,0.0001,128,32,100,1.0,1.0,5.0,0.6983333333333334,0.35833333333333334,3.620727312581072
132,0.0001,128,32,1000,0.5,0.5,3.0,0.6276595744680851,0.34574468085106386,4.644305676926544
133,0.0001,128,32,1000,0.5,0.5,4.0,0.7231543624161074,0.3568232662192394,3.0863287580187855
134,0.0001,128,32,1000,0.5,0.5,5.0,0.8154362416107382,0.37024608501118567,2.0306760568242854
135,0.0001,128,32,1000,0.5,1.0,3.0,0.5083333333333333,0.35555555555555557,6.915097737521585
136,0.0001,128,32,1000,0.5,1.0,4.0,0.5197841726618705,0.35551558752997603,6.075044611847073
137,0.0001,128,32,1000,0.5,1.0,5.0,0.5366666666666666,0.35388888888888886,5.567303724133846
138,0.0001,128,32,1000,1.0,0.5,3.0,0.5084745762711864,0.3587570621468927,7.185920708535317
139,0.0001,128,32,1000,1.0,0.5,4.0,0.675,0.3522222222222222,3.7037497604815037
140,0.0001,128,32,1000,1.0,0.5,5.0,0.7933333333333333,0.37166666666666665,2.3499099733831827
141,0.0001,128,32,1000,1.0,1.0,3.0,0.5044642857142857,0.3601190476190476,7.306892555250296
142,0.0001,128,32,1000,1.0,1.0,4.0,0.5212765957446809,0.34574468085106386,6.153290914274883
143,0.0001,128,32,1000,1.0,1.0,5.0,0.5383333333333333,0.35777777777777775,5.514284842884965
144,0.0001,128,32,5000,0.5,0.5,3.0,0.587890625,0.3567708333333333,4.913003627429861
145,0.0001,128,32,5000,0.5,0.5,4.0,0.7101449275362319,0.37016908212560384,2.990147351582058
146,0.0001,128,32,5000,0.5,0.5,5.0,0.7533557046979866,0.37919463087248323,2.572323944792728
147,0.0001,128,32,5000,0.5,1.0,3.0,0.5154639175257731,0.34192439862542956,6.765393680360533
148,0.0001,128,32,5000,0.5,1.0,4.0,0.5381944444444444,0.3443287037037037,5.99143472036654
149,0.0001,128,32,5000,0.5,1.0,5.0,0.555,0.3655555555555556,5.475749583979293
150,0.0001,128,32,5000,1.0,0.5,3.0,0.5204545454545455,0.34015151515151515,6.879699028432576
151,0.0001,128,32,5000,1.0,0.5,4.0,0.7122302158273381,0.3752997601918465,3.214513168720498
152,0.0001,128,32,5000,1.0,0.5,5.0,0.7922297297297297,0.38626126126126126,2.1755069716013002
153,0.0001,128,32,5000,1.0,1.0,3.0,0.5222772277227723,0.34075907590759075,6.909953895976178
154,0.0001,128,32,5000,1.0,1.0,4.0,0.5316666666666666,0.3477777777777778,6.265916531780193
155,0.0001,128,32,5000,1.0,1.0,5.0,0.5366666666666666,0.35944444444444446,5.591151718400854
156,0.0001,128,32,10000,0.5,0.5,3.0,0.625,0.37941919191919193,4.259936567080309
157,0.0001,128,32,10000,0.5,0.5,4.0,0.7165492957746479,0.3644366197183099,2.8714580584174096
158,0.0001,128,32,10000,0.5,0.5,5.0,0.7910714285714285,0.3470238095238095,2.2681346906999242
159,0.0001,128,32,10000,0.5,1.0,3.0,0.5173267326732673,0.34735973597359737,6.664553364597062
160,0.0001,128,32,10000,0.5,1.0,4.0,0.5367132867132867,0.3484848484848485,6.1252593048553186
161,0.0001,128,32,10000,0.5,1.0,5.0,0.555,0.3522222222222222,5.558265239132967
162,0.0001,128,32,10000,1.0,0.5,3.0,0.5245535714285714,0.34523809523809523,6.858748152234896
163,0.0001,128,32,10000,1.0,0.5,4.0,0.7050359712230215,0.3567146282973621,3.127503684071745
164,0.0001,128,32,10000,1.0,0.5,5.0,0.7976190476190477,0.3679138321995465,2.2647753733157665
165,0.0001,128,32,10000,1.0,1.0,3.0,0.520618556701031,0.3436426116838488,6.8523336653797715
166,0.0001,128,32,10000,1.0,1.0,4.0,0.5316666666666666,0.34833333333333333,6.290436587587571
167,0.0001,128,32,10000,1.0,1.0,5.0,0.5366666666666666,0.3566666666666667,5.556252201836208
168,0.0001,128,32,50000,0.5,0.5,3.0,0.5955882352941176,0.35355392156862747,5.016692950218535
169,0.0001,128,32,50000,0.5,0.5,4.0,0.6985294117647058,0.37316176470588236,3.1731441609236195
170,0.0001,128,32,50000,0.5,0.5,5.0,0.7384615384615385,0.375,2.7047451974655297
171,0.0001,128,32,50000,0.5,1.0,3.0,0.5241935483870968,0.34229390681003585,6.7964511359514255
172,0.0001,128,32,50000,0.5,1.0,4.0,0.5291970802919708,0.35279805352798055,6.203968927061476
173,0.0001,128,32,50000,0.5,1.0,5.0,0.5416666666666666,0.3566666666666667,5.561622224312688
174,0.0001,128,32,50000,1.0,0.5,3.0,0.5298165137614679,0.3532110091743119,6.883514084470901
175,0.0001,128,32,50000,1.0,0.5,4.0,0.693609022556391,0.3634085213032581,3.472754541766296
176,0.0001,128,32,50000,1.0,0.5,5.0,0.8037037037037037,0.3537037037037037,2.081724264928286
177,0.0001,128,32,50000,1.0,1.0,3.0,0.5257731958762887,0.3548109965635739,7.003309288549814
178,0.0001,128,32,50000,1.0,1.0,4.0,0.5283333333333333,0.34444444444444444,6.310195454706847
179,0.0001,128,32,50000,1.0,1.0,5.0,0.5333333333333333,0.3572222222222222,5.571458153758167
180,0.0001,128,64,100,0.5,0.5,3.0,0.5859375,0.3424479166666667,6.071638085349754
181,0.0001,128,64,100,0.5,0.5,4.0,0.5833333333333334,0.3466183574879227,6.049181278609317
182,0.0001,128,64,100,0.5,0.5,5.0,0.5889830508474576,0.3601694915254237,5.832492465625445
183,0.0001,128,64,100,0.5,1.0,3.0,0.5833333333333334,0.3560606060606061,6.133629191207478
184,0.0001,128,64,100,0.5,1.0,4.0,0.5777027027027027,0.3524774774774775,5.8683497990886675
185,0.0001,128,64,100,0.5,1.0,5.0,0.5942028985507246,0.36835748792270534,5.381316617589945
186,0.0001,128,64,100,1.0,0.5,3.0,0.5674157303370787,0.36142322097378277,6.0328185228480615
187,0.0001,128,64,100,1.0,0.5,4.0,0.5665322580645161,0.3407258064516129,5.468218563940072
188,0.0001,128,64,100,1.0,0.5,5.0,0.6133093525179856,0.35251798561151076,4.740277053267263
189,0.0001,128,64,100,1.0,1.0,3.0,0.5563725490196079,0.3488562091503268,6.0186975749490825
190,0.0001,128,64,100,1.0,1.0,4.0,0.5703125,0.3483072916666667,5.313258469585935
191,0.0001,128,64,100,1.0,1.0,5.0,0.6276595744680851,0.37115839243498816,4.416129099482017
192,0.0001,128,64,1000,0.5,0.5,3.0,0.6581632653061225,0.39852607709750565,4.1199891537748625
193,0.0001,128,64,1000,0.5,0.5,4.0,0.72,0.35944444444444446,3.0242354954753567
194,0.0001,128,64,1000,0.5,0.5,5.0,0.82,0.3572222222222222,1.9894551765022637
195,0.0001,128,64,1000,0.5,1.0,3.0,0.6199324324324325,0.3530405405405405,4.672454077504907
196,0.0001,128,64,1000,0.5,1.0,4.0,0.705,0.38055555555555554,3.2399569223933993
197,0.0001,128,64,1000,0.5,1.0,5.0,0.8183333333333334,0.3983333333333333,2.0408436434598936
198,0.0001,128,64,1000,1.0,0.5,3.0,0.6,0.355,4.874380781679083
199,0.0001,128,64,1000,1.0,0.5,4.0,0.6833333333333333,0.3655555555555556,3.518803425470017
200,0.0001,128,64,1000,1.0,0.5,5.0,0.78,0.36444444444444446,2.4787397333655683
201,0.0001,128,64,1000,1.0,1.0,3.0,0.5783333333333334,0.36,5.201047264295116
202,0.0001,128,64,1000,1.0,1.0,4.0,0.66,0.35944444444444446,3.665504010845222
203,0.0001,128,64,1000,1.0,1.0,5.0,0.7833333333333333,0.36,2.424406913182453
204,0.0001,128,64,5000,0.5,0.5,3.0,0.6296296296296297,0.36419753086419754,4.113321796261479
205,0.0001,128,64,5000,0.5,0.5,4.0,0.7193877551020408,0.3741496598639456,2.9355376194405305
206,0.0001,128,64,5000,0.5,0.5,5.0,0.8,0.34770114942528735,2.080876336496282
207,0.0001,128,64,5000,0.5,1.0,3.0,0.5889423076923077,0.3573717948717949,4.802957515783913
208,0.0001,128,64,5000,0.5,1.0,4.0,0.6696428571428571,0.35119047619047616,3.5962744427842304
209,0.0001,128,64,5000,0.5,1.0,5.0,0.8055555555555556,0.3925925925925926,2.2440668414638587
210,0.0001,128,64,5000,1.0,0.5,3.0,0.5993150684931506,0.3367579908675799,4.709293500307391
211,0.0001,128,64,5000,1.0,0.5,4.0,0.7045454545454546,0.3560606060606061,3.1059239198691597
212,0.0001,128,64,5000,1.0,0.5,5.0,0.8074324324324325,0.36204954954954954,2.173571730754079
213,0.0001,128,64,5000,1.0,1.0,3.0,0.5796296296296296,0.3450617283950617,5.166160050566812
214,0.0001,128,64,5000,1.0,1.0,4.0,0.6541666666666667,0.3770833333333333,3.812386674259454
215,0.0001,128,64,5000,1.0,1.0,5.0,0.7545871559633027,0.3662079510703364,2.705669169106843
216,0.0001,128,64,10000,0.5,0.5,3.0,0.6303571428571428,0.35833333333333334,4.358810125853189
217,0.0001,128,64,10000,0.5,0.5,4.0,0.7395104895104895,0.3473193473193473,2.7663740643641512
218,0.0001,128,64,10000,0.5,0.5,5.0,0.8067375886524822,0.3605200945626478,2.096614318236211
219,0.0001,128,64,10000,0.5,1.0,3.0,0.6120689655172413,0.3692528735632184,4.645817842302398
220,0.0001,128,64,10000,0.5,1.0,4.0,0.6915322580645161,0.364247311827957,3.5293567273813204
221,0.0001,128,64,10000,0.5,1.0,5.0,0.8035714285714286,0.37367724867724866,2.286206645594147
222,0.0001,128,64,10000,1.0,0.5,3.0,0.6003521126760564,0.3550469483568075,4.87165560730602
223,0.0001,128,64,10000,1.0,0.5,4.0,0.7241379310344828,0.35977011494252875,3.062257086427571
224,0.0001,128,64,10000,1.0,0.5,5.0,0.7948275862068965,0.3781609195402299,2.190713795611616
225,0.0001,128,64,10000,1.0,1.0,3.0,0.6,0.35535714285714287,4.99022649151443
226,0.0001,128,64,10000,1.0,1.0,4.0,0.686,0.3506666666666667,3.535426655558893
227,0.0001,128,64,10000,1.0,1.0,5.0,0.8089430894308943,0.3692411924119241,2.3839913264895802
228,0.0001,128,64,50000,0.5,0.5,3.0,0.621268656716418,0.40111940298507465,4.232265358912046
229,0.0001,128,64,50000,0.5,0.5,4.0,0.7015503875968992,0.38436692506459946,3.285910809070538
230,0.0001,128,64,50000,0.5,0.5,5.0,0.813953488372093,0.3669250645994832,2.2873468376895536
231,0.0001,128,64,50000,0.5,1.0,3.0,0.6089743589743589,0.37535612535612534,4.55854543933969
232,0.0001,128,64,50000,0.5,1.0,4.0,0.7202380952380952,0.3783068783068783,3.190141051032864
233,0.0001,128,64,50000,0.5,1.0,5.0,0.8422131147540983,0.3797814207650273,1.9026155757792989
234,0.0001,128,64,50000,1.0,0.5,3.0,0.5975177304964538,0.3723404255319149,4.905004154531138
235,0.0001,128,64,50000,1.0,0.5,4.0,0.6829710144927537,0.3635265700483092,3.5438288047815814
236,0.0001,128,64,50000,1.0,0.5,5.0,0.7992125984251969,0.37860892388451445,2.229984749070854
237,0.0001,128,64,50000,1.0,1.0,3.0,0.5891608391608392,0.351981351981352,5.2742404431164385
238,0.0001,128,64,50000,1.0,1.0,4.0,0.6860902255639098,0.40100250626566414,3.5111575674524813