run_id,learning_rate,hidden_dim,latent_dim,iterations,out_channels,kernel,seg_acc,skill_acc,l2_distance
0,0.0001,128,16,100,8,3,0.671875,0.4192708333333333,4.310566562838829
1,0.0001,128,16,100,16,3,0.5583333333333333,0.3763888888888889,5.8566634000695466
2,0.0001,128,16,100,32,3,0.551923076923077,0.3467948717948718,6.046563428413411
3,0.0001,128,16,100,64,3,0.565,0.3522222222222222,5.621768625475011
4,0.0001,128,16,1000,8,3,0.7751677852348994,0.37360178970917224,2.283887670491119
5,0.0001,128,16,1000,16,3,0.7772108843537415,0.35714285714285715,2.237156932750518
6,0.0001,128,16,1000,32,3,0.7670068027210885,0.3786848072562358,2.4015302995440684
7,0.0001,128,16,1000,64,3,0.8344594594594594,0.36936936936936937,1.8364710602722727
8,0.0001,128,16,5000,8,3,0.8316326530612245,0.3843537414965986,1.842201890085063
9,0.0001,128,16,5000,16,3,0.847972972972973,0.40709459459459457,1.5838087107475316
10,0.0001,128,16,5000,32,3,0.6934931506849316,0.3601598173515982,3.119662603809848
11,0.0001,128,16,5000,64,3,0.9427480916030534,0.3791348600508906,0.641964724211392
12,0.0001,128,16,10000,8,3,0.9138513513513513,0.38626126126126126,1.0535824824162354
13,0.0001,128,16,10000,16,3,0.9527972027972028,0.3782051282051282,0.5338347057118218
14,0.0001,128,16,10000,32,3,0.7130281690140845,0.375,3.001124899216007
15,0.0001,128,16,10000,64,3,0.6827586206896552,0.3603448275862069,3.295534823830698
16,0.0001,128,16,50000,8,3,0.9098639455782312,0.3934240362811791,1.0838484167185274
17,0.0001,128,16,50000,16,3,0.95,0.41845238095238096,0.6009927814734939
18,0.0001,128,16,50000,32,3,0.6913793103448276,0.35517241379310344,3.278946343605859
19,0.0001,128,16,50000,64,3,0.6802721088435374,0.3469387755102041,3.3474407842184677
20,0.0001,128,32,100,8,3,0.6486486486486487,0.38738738738738737,4.88302010861375
21,0.0001,128,32,100,16,3,0.5589622641509434,0.36477987421383645,5.850723936453543
22,0.0001,128,32,100,32,3,0.5543478260869565,0.3536231884057971,5.896399414250176
23,0.0001,128,32,100,64,3,0.5683333333333334,0.35888888888888887,5.505780101599807
24,0.0001,128,32,1000,8,3,0.785,0.38055555555555554,2.2948941481455525
25,0.0001,128,32,1000,16,3,0.7734899328859061,0.38982102908277405,2.365734201128095
26,0.0001,128,32,1000,32,3,0.784965034965035,0.38927738927738925,2.221292238028037
27,0.0001,128,32,1000,64,3,0.8674496644295302,0.38031319910514544,1.4439276545734685
28,0.0001,128,32,5000,8,3,0.8137583892617449,0.38031319910514544,2.038735994777589
29,0.0001,128,32,5000,16,3,0.9598540145985401,0.38503649635036497,0.4960604659282481
30,0.0001,128,32,5000,32,3,0.7847222222222222,0.390625,2.192873149320835
31,0.0001,128,32,5000,64,3,0.9676258992805755,0.4118705035971223,0.39124949105999246
32,0.0001,128,32,10000,8,3,0.9270833333333334,0.375,0.8746694212845869
33,0.0001,128,32,10000,16,3,0.8953900709219859,0.3735224586288416,1.2373366887580208
34,0.0001,128,32,10000,32,3,0.6927083333333334,0.3576388888888889,3.075327223604936
35,0.0001,128,32,10000,64,3,0.9442446043165468,0.4166666666666667,0.6268430197194192
36,0.0001,128,32,50000,8,3,0.9496527777777778,0.3917824074074074,0.5281194286253074
37,0.0001,128,32,50000,16,3,0.6870748299319728,0.35374149659863946,3.2525027459733713
38,0.0001,128,32,50000,32,3,0.7852112676056338,0.3855633802816901,2.3886627774266675
39,0.0001,128,32,50000,64,3,0.9214285714285714,0.4,0.8730420523956973
40,0.0001,128,64,100,8,3,0.5869565217391305,0.3961352657004831,4.922916508025198
41,0.0001,128,64,100,16,3,0.6223404255319149,0.38475177304964536,5.346120001493661
42,0.0001,128,64,100,32,3,0.565,0.3527777777777778,5.596683925887777
43,0.0001,128,64,100,64,3,0.553448275862069,0.3586206896551724,5.850761013558208
44,0.0001,128,64,1000,8,3,0.7883333333333333,0.37666666666666665,2.2554743701131073
45,0.0001,128,64,1000,16,3,0.775,0.37555555555555553,2.3590926039058835
46,0.0001,128,64,1000,32,3,0.7867132867132867,0.391025641025641,2.1859752465032285
47,0.0001,128,64,1000,64,3,0.9081632653061225,0.409297052154195,0.9746741432449164
48,0.0001,128,64,5000,8,3,0.9714285714285714,0.4244047619047619,0.40612745813289564
49,0.0001,128,64,5000,16,3,0.9318181818181818,0.4020979020979021,0.7655481533676582
50,0.0001,128,64,5000,32,3,0.795774647887324,0.39906103286384975,2.165994634053609
51,0.0001,128,64,5000,64,3,0.948943661971831,0.3826291079812207,0.5583499927045755
52,0.0001,128,64,10000,8,3,0.9637931034482758,0.38850574712643676,0.4208264855637682
53,0.0001,128,64,10000,16,3,0.685374149659864,0.35374149659863946,3.246942416629507
54,0.0001,128,64,10000,32,3,0.7816901408450704,0.3961267605633803,2.330542522362905
55,0.0001,128,64,10000,64,3,0.9111111111111111,0.3845679012345679,0.9722775715438464
56,0.0001,128,64,50000,8,3,0.9507299270072993,0.3765206812652068,0.5933961895284411
57,0.0001,128,64,50000,16,3,0.6955782312925171,0.3554421768707483,3.1711470404812574
58,0.0001,128,64,50000,32,3,0.8007518796992481,0.3941102756892231,2.3054158798704494
59,0.0001,128,64,50000,64,3,0.9324817518248175,0.40632603406326034,0.7264616880798171
60,0.0001,128,128,100,8,3,0.5631578947368421,0.3780701754385965,5.276037485900681
61,0.0001,128,128,100,16,3,0.6513157894736842,0.3969298245614035,4.662754041760931
62,0.0001,128,128,100,32,3,0.5557851239669421,0.36294765840220383,5.792596521819895
63,0.0001,128,128,100,64,3,0.6033333333333334,0.355,4.5249876533656215
64,0.0001,128,128,1000,8,3,0.7787162162162162,0.3947072072072072,2.314092087539466
65,0.0001,128,128,1000,16,3,0.7654109589041096,0.3852739726027397,2.4049503117739586
66,0.0001,128,128,1000,32,3,0.7969798657718121,0.39932885906040266,2.087678066067705
67,0.0001,128,128,1000,64,3,0.8406040268456376,0.37360178970917224,1.756768163388389
68,0.0001,128,128,5000,8,3,0.8277027027027027,0.3947072072072072,1.827956661663548
69,0.0001,128,128,5000,16,3,0.7552083333333334,0.35532407407407407,2.64730172039141
70,0.0001,128,128,5000,32,3,0.8613013698630136,0.3704337899543379,1.470623907644252
71,0.0001,128,128,5000,64,3,0.9370503597122302,0.37709832134292565,0.7010294541735914
72,0.0001,128,128,10000,8,3,0.9517241379310345,0.3913793103448276,0.5931225625144637
73,0.0001,128,128,10000,16,3,0.9565972222222222,0.4068287037037037,0.5033519524073649
74,0.0001,128,128,10000,32,3,0.9471830985915493,0.38673708920187794,0.6260835868707566
75,0.0001,128,128,10000,64,3,0.9190140845070423,0.3873239436619718,0.8596514868175967
76,0.0001,128,128,50000,8,3,0.9864341085271318,0.39082687338501293,0.23957572084076342
77,0.0001,128,128,50000,16,3,0.6768707482993197,0.3673469387755102,3.401348139263332
78,0.0001,128,128,50000,32,3,0.9357142857142857,0.37797619047619047,0.7200789589905153
79,0.0001,128,128,50000,64,3,0.9172535211267606,0.38967136150234744,0.8533320596148022
80,0.0001,256,16,100,8,3,0.6066666666666667,0.3488888888888889,4.5186604911019455
81,0.0001,256,16,100,16,3,0.6216666666666667,0.3511111111111111,4.348743949751224
82,0.0001,256,16,100,32,3,0.6233333333333333,0.3433333333333333,4.331966033910277
83,0.0001,256,16,100,64,3,0.78,0.38555555555555554,2.225279784240243
84,0.0001,256,16,1000,8,3,0.78,0.365,2.403811579181723
85,0.0001,256,16,1000,16,3,0.7635135135135135,0.3614864864864865,2.5767054275463095
86,0.0001,256,16,1000,32,3,0.8192567567567568,0.375,1.9756845091277007
87,0.0001,256,16,1000,64,3,0.7534013605442177,0.3633786848072562,2.55449700425698
88,0.0001,256,16,5000,8,3,0.885036496350365,0.3746958637469586,1.3097282977821478
89,0.0001,256,16,5000,16,3,0.953125,0.3958333333333333,0.5255573807369509
90,0.0001,256,16,5000,32,3,0.9517857142857142,0.37083333333333335,0.5808005308359632
91,0.0001,256,16,5000,64,3,0.6862068965517242,0.3505747126436782,3.1565202283416918
92,0.0001,256,16,10000,8,3,0.9540816326530612,0.38378684807256236,0.528470998565761
93,0.0001,256,16,10000,16,3,0.9615384615384616,0.40093240093240096,0.47435368642631986
94,0.0001,256,16,10000,32,3,0.9137323943661971,0.38615023474178406,1.0018508838332034
95,0.0001,256,16,10000,64,3,0.6827586206896552,0.3660919540229885,3.256113518870435
96,0.0001,256,16,50000,8,3,0.9855072463768116,0.3997584541062802,0.2233280566073903
97,0.0001,256,16,50000,16,3,0.8454861111111112,0.3616898148148148,1.8920150128036002
98,0.0001,256,16,50000,32,3,0.9450354609929078,0.4083924349881797,0.6033750975410855
99,0.0001,256,16,50000,64,3,0.6802721088435374,0.35487528344671204,3.3552443718084928
100,0.0001,256,32,100,8,3,0.61,0.3472222222222222,4.448847164090902
101,0.0001,256,32,100,16,3,0.615,0.35,4.433153377371626
102,0.0001,256,32,100,32,3,0.6983333333333334,0.3638888888888889,3.0165117789200377
103,0.0001,256,32,100,64,3,0.7766666666666666,0.38166666666666665,2.297016474876235
104,0.0001,256,32,1000,8,3,0.8517241379310345,0.39597701149425285,1.7373050938897625
105,0.0001,256,32,1000,16,3,0.8082191780821918,0.4041095890410959,2.025627461375839
106,0.0001,256,32,1000,32,3,0.8027210884353742,0.37755102040816324,2.2143969501631955
107,0.0001,256,32,1000,64,3,0.8361486486486487,0.38175675675675674,1.849287847854793
108,0.0001,256,32,5000,8,3,0.9450354609929078,0.41430260047281325,0.6489680197242018
109,0.0001,256,32,5000,16,3,0.8373287671232876,0.3915525114155251,1.7760712198671884
110,0.0001,256,32,5000,32,3,0.9476351351351351,0.36655405405405406,0.5899105603793767
111,0.0001,256,32,5000,64,3,0.9148936170212766,0.3622931442080378,0.915434639574082
112,0.0001,256,32,10000,8,3,0.9302721088435374,0.36281179138321995,0.7277991361554079
113,0.0001,256,32,10000,16,3,0.9370629370629371,0.38986013986013984,0.7649280072227329
114,0.0001,256,32,10000,32,3,0.8350694444444444,0.37037037037037035,1.9889501128814695
115,0.0001,256,32,10000,64,3,0.9342105263157895,0.37468671679197996,0.7245154022333776
116,0.0001,256,32,50000,8,3,0.9316546762589928,0.36390887290167867,0.7757312053891536
117,0.0001,256,32,50000,16,3,0.7446043165467626,0.36630695443645084,2.7661077344039127
118,0.0001,256,32,50000,32,3,0.9273049645390071,0.40721040189125296,0.7969744722292403
119,0.0001,256,32,50000,64,3,0.8639705882352942,0.3939950980392157,1.4523350141499587
120,0.0001,256,64,100,8,3,0.695,0.38333333333333336,3.1101219220284877
121,0.0001,256,64,100,16,3,0.745,0.3761111111111111,2.5143713071667784
122,0.0001,256,64,100,32,3,0.7833333333333333,0.3894444444444444,2.1899493169549373
123,0.0001,256,64,100,64,3,0.785,0.38555555555555554,2.2261728657392243
124,0.0001,256,64,1000,8,3,0.7869127516778524,0.38870246085011184,2.303013847307113
125,0.0001,256,64,1000,16,3,0.7885906040268457,0.3987695749440716,2.186835785952299
126,0.0001,256,64,1000,32,3,0.8087248322147651,0.3808724832214765,1.989745301311691
127,0.0001,256,64,1000,64,3,0.8090277777777778,0.37905092592592593,1.9076897749585326
128,0.0001,256,64,5000,8,3,0.9366438356164384,0.3704337899543379,0.690795324971305
129,0.0001,256,64,5000,16,3,0.9037162162162162,0.38063063063063063,1.1172741312189247
130,0.0001,256,64,5000,32,3,0.9461805555555556,0.38599537037037035,0.650462363211979
131,0.0001,256,64,5000,64,3,0.9275862068965517,0.3718390804597701,0.8249358559136701
132,0.0001,256,64,10000,8,3,0.9612676056338029,0.3908450704225352,0.5145814804428107
133,0.0001,256,64,10000,16,3,0.9514388489208633,0.39928057553956836,0.5795246511561303
134,0.0001,256,64,10000,32,3,0.743006993006993,0.38286713286713286,2.812854151733491
135,0.0001,256,64,10000,64,3,0.6844827586206896,0.3718390804597701,3.2627616373664514
136,0.0001,256,64,50000,8,3,0.920774647887324,0.3761737089201878,0.8967215276782772
137,0.0001,256,64,50000,16,3,0.9202127659574468,0.39243498817966904,0.8358568946291259
138,0.0001,256,64,50000,32,3,0.9166666666666666,0.3882978723404255,0.8475907372911942
139,0.0001,256,64,50000,64,3,0.6840277777777778,0.36921296296296297,3.2768062465859913
140,0.0001,256,128,100,8,3,0.7466666666666667,0.37222222222222223,2.564956176829316
141,0.0001,256,128,100,16,3,0.7883333333333333,0.39555555555555555,2.1873777316193075
142,0.0001,256,128,100,32,3,0.735,0.3888888888888889,2.610920378366306
143,0.0001,256,128,100,64,3,0.805,0.3838888888888889,2.1239234193463408
144,0.0001,256,128,1000,8,3,0.7635135135135135,0.3733108108108108,2.5410457520944676
145,0.0001,256,128,1000,16,3,0.858843537414966,0.38492063492063494,1.6228565984354075
146,0.0001,256,128,1000,32,3,0.7702702702702703,0.38963963963963966,2.382563526469114
147,0.0001,256,128,1000,64,3,0.7744755244755245,0.36713286713286714,2.3288908262931076
148,0.0001,256,128,5000,8,3,0.8633333333333333,0.3933333333333333,1.5435239052018175
149,0.0001,256,128,5000,16,3,0.9241379310344827,0.3936781609195402,0.8747718676293035
150,0.0001,256,128,5000,32,3,0.7145390070921985,0.3628841607565012,3.000632098871945
151,0.0001,256,128,5000,64,3,0.9370503597122302,0.39388489208633093,0.6945822294496669
152,0.0001,256,128,10000,8,3,0.95,0.3931034482758621,0.6474735334330888
153,0.0001,256,128,10000,16,3,0.7017241379310345,0.35402298850574715,3.1532191828162435
154,0.0001,256,128,10000,32,3,0.9120689655172414,0.39770114942528734,0.8985956776036995
155,0.0001,256,128,10000,64,3,0.6802721088435374,0.36961451247165533,3.3830372765099295
156,0.0001,256,128,50000,8,3,0.9507042253521126,0.3931924882629108,0.5584442384027096
157,0.0001,256,128,50000,16,3,0.950354609929078,0.37884160756501184,0.5981590173433663
158,0.0001,256,128,50000,32,3,0.976890756302521,0.4117647058823529,0.2668772985981872
159,0.0001,256,128,50000,64,3,0.6866438356164384,0.3550228310502283,3.2628704662082
160,0.0001,512,16,100,8,3,0.62,0.3527777777777778,4.296711559058571
161,0.0001,512,16,100,16,3,0.635,0.35555555555555557,4.06506145452045
162,0.0001,512,16,100,32,3,0.7616666666666667,0.3622222222222222,2.3078067953061154
163,0.0001,512,16,100,64,3,0.7550335570469798,0.378076062639821,2.4015941376637744
164,0.0001,512,16,1000,8,3,0.731418918918919,0.3766891891891892,2.903518178950876
165,0.0001,512,16,1000,16,3,0.8361486486486487,0.3811936936936937,1.7566997015957504
166,0.0001,512,16,1000,32,3,0.7482876712328768,0.3647260273972603,2.6150184569839108
167,0.0001,512,16,1000,64,3,0.7835570469798657,0.35906040268456374,2.3335892531136286
168,0.0001,512,16,5000,8,3,0.7976190476190477,0.36621315192743764,2.3486936755822385
169,0.0001,512,16,5000,16,3,0.9431034482758621,0.385632183908046,0.6603421812173822
170,0.0001,512,16,5000,32,3,0.9568965517241379,0.4149425287356322,0.5256801215129256
171,0.0001,512,16,5000,64,3,0.7306338028169014,0.36678403755868544,2.9181724722319435
172,0.0001,512,16,10000,8,3,0.863013698630137,0.3698630136986301,1.4597199122116788
173,0.0001,512,16,10000,16,3,0.9293103448275862,0.38275862068965516,0.8053406106754546
174,0.0001,512,16,10000,32,3,0.9417808219178082,0.3972602739726027,0.662400715253852
175,0.0001,512,16,10000,64,3,0.9329710144927537,0.3743961352657005,0.9027247882427925
176,0.0001,512,16,50000,8,3,0.917910447761194,0.3756218905472637,0.9989359069578625
177,0.0001,512,16,50000,16,3,0.9343065693430657,0.38746958637469586,0.7869362639376203
178,0.0001,512,16,50000,32,3,0.8923611111111112,0.38773148148148145,1.268367968936238
179,0.0001,512,16,50000,64,3,0.833969465648855,0.36895674300254455,2.074684192657862
180,0.0001,512,32,100,8,3,0.655,0.35055555555555556,3.647533314055428
181,0.0001,512,32,100,16,3,0.7366666666666667,0.3838888888888889,2.623959448738985
182,0.0001,512,32,100,32,3,0.7366666666666667,0.3738888888888889,2.6309279902221108
183,0.0001,512,32,100,64,3,0.7516666666666667,0.3811111111111111,2.5016613126640723
184,0.0001,512,32,1000,8,3,0.785472972972973,0.37105855855855857,2.3328702860251815
185,0.0001,512,32,1000,16,3,0.7652027027027027,0.38344594594594594,2.48496901008826
186,0.0001,512,32,1000,32,3,0.8202054794520548,0.3944063926940639,2.0047454504075897
187,0.0001,512,32,1000,64,3,0.8,0.3927777777777778,2.1500107516314215
188,0.0001,512,32,5000,8,3,0.8180272108843537,0.39625850340136054,2.0477674462559565
189,0.0001,512,32,5000,16,3,0.903169014084507,0.3914319248826291,1.1431555448984998
190,0.0001,512,32,5000,32,3,0.8107638888888888,0.3611111111111111,2.1151528824617407
191,0.0001,512,32,5000,64,3,0.8098591549295775,0.3703051643192488,2.2176023839943717
192,0.0001,512,32,10000,8,3,0.6944444444444444,0.34837962962962965,3.1915707135148423
193,0.0001,512,32,10000,16,3,0.9607142857142857,0.3761904761904762,0.5181843448953783
194,0.0001,512,32,10000,32,3,0.9444444444444444,0.3888888888888889,0.6935238360341294
195,0.0001,512,32,10000,64,3,0.6815068493150684,0.3550228310502283,3.2851861875445394
196,0.0001,512,32,50000,8,3,0.9525547445255474,0.3978102189781022,0.5996330781420024
197,0.0001,512,32,50000,16,3,0.6810344827586207,0.3689655172413793,3.349321062316165
198,0.0001,512,32,50000,32,3,0.8414179104477612,0.3781094527363184,1.9990397799603674
199,0.0001,512,32,50000,64,3,0.8375,0.34464285714285714,1.8615744477429756
200,0.0001,512,64,100,8,3,0.6766666666666666,0.3811111111111111,3.344954959972614
201,0.0001,512,64,100,16,3,0.7533333333333333,0.36944444444444446,2.3787322287483303
202,0.0001,512,64,100,32,3,0.8016666666666666,0.36777777777777776,2.114771104511696
203,0.0001,512,64,100,64,3,0.7583333333333333,0.37277777777777776,2.3674909789390344
204,0.0001,512,64,1000,8,3,0.765,0.38,2.4999896616540087
205,0.0001,512,64,1000,16,3,0.7922297297297297,0.3744369369369369,2.2776520506976916
206,0.0001,512,64,1000,32,3,0.8537414965986394,0.3922902494331066,1.620367532049635
207,0.0001,512,64,1000,64,3,0.8424657534246576,0.3818493150684932,1.8492547922072469
208,0.0001,512,64,5000,8,3,0.863013698630137,0.3926940639269406,1.5332231854027
209,0.0001,512,64,5000,16,3,0.8517241379310345,0.38448275862068965,1.6418732322849248
210,0.0001,512,64,5000,32,3,0.9013605442176871,0.391156462585034,1.1022268756409912
211,0.0001,512,64,5000,64,3,0.9049295774647887,0.38321596244131456,0.9846088590815399
212,0.0001,512,64,10000,8,3,0.7083333333333334,0.35542929292929293,2.9189948736999383
213,0.0001,512,64,10000,16,3,0.9283216783216783,0.3817016317016317,0.7498292222051633
214,0.0001,512,64,10000,32,3,0.898972602739726,0.3972602739726027,1.137097680782777
215,0.0001,512,64,10000,64,3,0.9219858156028369,0.39302600472813237,0.856223310934139
216,0.0001,512,64,50000,8,3,0.6827586206896552,0.36551724137931035,3.3277913053456554
217,0.0001,512,64,50000,16,3,0.9833333333333333,0.4166666666666667,0.24724162637491814
218,0.0001,512,64,50000,32,3,0.9521276595744681,0.39775413711583923,0.5651082469937655
219,0.0001,512,64,50000,64,3,0.9576923076923077,0.40705128205128205,0.48801232038434955
220,0.0001,512,128,100,8,3,0.73,0.3688888888888889,2.7028561976632335
221,0.0001,512,128,100,16,3,0.6916666666666667,0.36,3.0879970181334646
222,0.0001,512,128,100,32,3,0.75,0.37722222222222224,2.428528796253427
223,0.0001,512,128,100,64,3,0.802013422818792,0.3713646532438479,2.056799596969165
224,0.0001,512,128,1000,8,3,0.7956081081081081,0.38513513513513514,2.291402801184465
225,0.0001,512,128,1000,16,3,0.8013698630136986,0.3881278538812785,2.1502878305286948
226,0.0001,512,128,1000,32,3,0.8202054794520548,0.4098173515981735,1.9780143079168464
227,0.0001,512,128,1000,64,3,0.847972972972973,0.3963963963963964,1.6969326608399657
228,0.0001,512,128,5000,8,3,0.9137931034482759,0.3936781609195402,0.9700323248178196
229,0.0001,512,128,5000,16,3,0.9556737588652482,0.3971631205673759,0.5986855134035675
230,0.0001,512,128,5000,32,3,0.903448275862069,0.3741379310344828,1.0201840072750672
231,0.0001,512,128,5000,64,3,0.9195804195804196,0.3706293706293706,0.894391924735707
232,0.0001,512,128,10000,8,3,0.6909722222222222,0.35532407407407407,3.183993708963382
233,0.0001,512,128,10000,16,3,0.9233576642335767,0.3661800486618005,0.8386312920244373
234,0.0001,512,128,10000,32,3,0.9301470588235294,0.38235294117647056,0.8003573897909823
235,0.0001,512,128,10000,64,3,0.9452554744525548,0.3929440389294404,0.5532664549155313
236,0.0001,512,128,50000,8,3,0.7537878787878788,0.37563131313131315,2.6952741586828477